id,Email,Тип регистрации,Создан,Имя,Фамилия,Телефон,Город,Дата рождения,Возраст,От партнера,ID партнера,utm_source,utm_medium,utm_campaign,utm_term,utm_content
708,wto2011@example.org,Создан менеджером,2023-06-30 13:00,Rich,Sherman,602-896-9342,Goodlettsville,1989-03-02,35,TRUE,9,facebook-ads,,campaign_2,,
709,video1963@gmail.com,Создан менеджером,2023-08-08 14:00,Rosenda,Simmons,001-741-797-3601,Pinellas Park,1996-01-11,28,FALSE,,facebook-ads,,campaign_3,,
710,ebay1982@yahoo.com,Создан самостоятельно,2023-06-15 8:00,Darell,Myers,224-611-2801x01590,Sandy,1976-06-09,47,FALSE,,vk-ads,,campaign_1,,
711,certificates1833@example.com,Создан менеджером,2021-08-03 6:00,Hugo,Cherry,+1-453-465-3468,Elkhart,1989-10-14,34,FALSE,,yandex-direct,,campaign_3,,
712,occurs1874@live.com,Создан самостоятельно,2021-06-27 10:00,Berneice,Owen,(853)826-4103,Cerritos,1984-04-05,40,FALSE,,facebook-ads,,campaign_1,,
713,bob1899@example.com,Создан менеджером,2021-09-13 17:00,Hayden,Blackwell,+1-885-391-3787x374,Palisades Park,1981-07-18,42,TRUE,10,yandex-direct,,campaign_1,,
714,describing2023@protonmail.com,Создан менеджером,2023-07-11 6:00,Lincoln,Raymond,+1-547-850-1078x73081,Normal,1992-06-26,31,FALSE,,vk-ads,,campaign_1,,
715,three1841@duck.com,Создан менеджером,2021-02-20 3:00,Roland,Chapman,9755059684,Plymouth,1983-08-29,40,TRUE,7,yandex-direct,,campaign_2,,
716,yearly1803@gmail.com,Создан самостоятельно,2021-08-10 13:00,Clyde,Cummings,001-327-543-2536,Wylie,1994-09-07,29,TRUE,1,yandex-direct,,campaign_3,,
717,wrap1850@live.com,Создан самостоятельно,2021-04-03 17:00,Brynn,Ratliff,(337)545-1458,Hutchinson,1994-11-24,29,FALSE,,yandex-direct,,campaign_2,,
718,bidding1872@protonmail.com,Создан самостоятельно,2022-05-18 21:00,Garrett,Ochoa,205.684.1898x37144,Richland,1980-02-08,44,TRUE,8,vk-ads,,campaign_2,,
719,annotation2026@gmail.com,Создан менеджером,2020-04-03 22:00,Gerard,Booker,405.611.7060x778,Farmington,1983-03-09,41,FALSE,,vk-ads,,campaign_3,,
720,developers1942@protonmail.com,Создан самостоятельно,2023-10-28 15:00,Son,Shepherd,666-933-9685,Goleta,1978-01-06,46,TRUE,4,yandex-direct,,campaign_2,,
721,alternatives2036@duck.com,Создан менеджером,2023-12-19 13:00,Denis,Stone,001-438-664-1970x676,Statesville,1990-05-11,33,TRUE,8,vk-ads,,campaign_1,,
722,swap2000@example.com,Создан менеджером,2021-07-02 9:00,Delinda,Porter,(364)719-0370,Greer,1999-05-10,24,TRUE,5,facebook-ads,,campaign_1,,
723,hoped1804@yahoo.com,Создан самостоятельно,2020-07-25 2:00,September,Mccormick,(696)398-2235x517,East Cleveland,1981-10-29,42,FALSE,,vk-ads,,campaign_1,,
724,microsoft2056@gmail.com,Создан самостоятельно,2021-05-15 6:00,Lorilee,Bright,999.774.9736x2506,Hollister,1990-09-24,33,TRUE,7,vk-ads,,campaign_1,,
725,trouble1950@yandex.com,Создан самостоятельно,2020-07-04 23:00,Margert,Finley,+1-937-320-7500x1064,Rutherford,1993-12-19,30,TRUE,6,facebook-ads,,campaign_1,,
726,reduces1969@yahoo.com,Создан менеджером,2023-02-20 22:00,Efrain,Rios,569.817.9172,Urbandale,1990-12-09,33,TRUE,9,facebook-ads,,campaign_1,,
727,spec1847@duck.com,Создан менеджером,2020-09-26 22:00,Ezekiel,Harding,841.718.3546x269,Sherwood,1984-02-11,40,TRUE,9,yandex-direct,,campaign_1,,
728,bell2024@yahoo.com,Создан менеджером,2020-02-25 2:00,Annalee,Cherry,9636738879,Anderson,1978-11-12,45,TRUE,5,yandex-direct,,campaign_1,,
729,painted1846@example.com,Создан менеджером,2022-03-22 19:00,Lane,Gould,844-572-4498x249,Christiansburg,1976-05-31,47,TRUE,6,vk-ads,,campaign_1,,
730,movies1820@example.org,Создан менеджером,2023-01-06 4:00,Donetta,Callahan,9082142396,Rockwall,1995-02-10,29,FALSE,,yandex-direct,,campaign_1,,
731,streaming1901@duck.com,Создан менеджером,2022-06-08 23:00,Chaya,Case,238-538-0646x8586,Bellaire,1982-01-21,42,FALSE,,vk-ads,,campaign_3,,
732,cos1949@example.org,Создан самостоятельно,2022-10-22 23:00,Mack,Roth,001-543-772-3213x75081,Peabody,1998-06-20,25,FALSE,,facebook-ads,,campaign_1,,
733,stays1862@yandex.com,Создан самостоятельно,2022-12-12 20:00,Kizzy,Warner,(856)305-3501,Federal Way,1997-05-23,26,TRUE,5,vk-ads,,campaign_2,,
734,scenarios1913@example.org,Создан самостоятельно,2023-10-31 20:00,Philip,Copeland,8922202761,Aventura,1991-06-05,32,TRUE,2,vk-ads,,campaign_3,,
735,companies1940@example.com,Создан менеджером,2022-11-10 20:00,Sherlyn,Schwartz,716-423-7052,Boulder,1985-09-23,38,FALSE,,vk-ads,,campaign_1,,
736,line1984@live.com,Создан менеджером,2020-10-06 0:00,Erwin,Clemons,333-258-3407,Rocky River,1996-05-01,27,TRUE,7,yandex-direct,,campaign_2,,
737,lion1893@gmail.com,Создан самостоятельно,2020-06-11 9:00,Janean,Hoffman,682.204.1043,Kankakee,1990-10-25,33,TRUE,7,vk-ads,,campaign_3,,
738,pharmacy1930@example.org,Создан менеджером,2020-02-23 18:00,Lauran,Norris,897-686-8852x59738,Malden,1978-01-18,46,TRUE,4,facebook-ads,,campaign_3,,
739,sao2058@yandex.com,Создан самостоятельно,2021-01-08 10:00,Patience,Moore,(838)521-1230,Lawrenceville,1984-02-19,40,FALSE,,facebook-ads,,campaign_2,,
740,fourth2040@live.com,Создан самостоятельно,2021-06-10 15:00,Jacob,Le,390-909-8269,Leawood,1985-12-29,38,FALSE,,yandex-direct,,campaign_3,,
741,velocity1900@outlook.com,Создан менеджером,2021-03-10 4:00,Dwain,Delaney,2657078897,Eugene,1981-09-30,42,FALSE,,yandex-direct,,campaign_2,,
742,attractions1872@outlook.com,Создан самостоятельно,2021-08-17 5:00,Mark,Maldonado,973.250.2771x91930,New Haven,1991-04-23,32,FALSE,,vk-ads,,campaign_1,,
743,hint1975@gmail.com,Создан самостоятельно,2022-05-21 23:00,Wilson,Mckenzie,001-846-378-3154,Pasadena,1988-03-12,36,FALSE,,facebook-ads,,campaign_1,,
744,lake1962@yandex.com,Создан самостоятельно,2020-05-11 14:00,Hugh,Adkins,001-903-872-8049x4420,Chesterfield,1993-08-04,30,TRUE,4,facebook-ads,,campaign_3,,
745,technological1805@protonmail.com,Создан менеджером,2020-06-09 10:00,Eugena,Parrish,286.513.0268x16568,Lehi,2000-10-23,23,TRUE,2,yandex-direct,,campaign_3,,
746,foam2098@outlook.com,Создан менеджером,2020-09-27 5:00,Cary,Moss,554.977.1718x6418,Lisle,1975-01-01,49,FALSE,,vk-ads,,campaign_3,,
747,smtp1979@protonmail.com,Создан менеджером,2023-09-29 20:00,Kacy,Meyer,(462)559-7262,Andover,1992-03-05,32,FALSE,,yandex-direct,,campaign_2,,
748,omega2038@example.com,Создан менеджером,2023-02-25 16:00,Charles,Bates,893.716.7137,Milpitas,1986-05-12,37,FALSE,,vk-ads,,campaign_1,,
749,trends2010@live.com,Создан менеджером,2020-07-26 15:00,Asuncion,Cunningham,895-506-8166x444,Fremont,1992-07-13,31,FALSE,,facebook-ads,,campaign_1,,
750,accessing2004@protonmail.com,Создан самостоятельно,2022-03-13 8:00,Marine,Wise,950-578-6390,Carrboro,1992-10-24,31,TRUE,4,facebook-ads,,campaign_2,,
751,compile2053@yandex.com,Создан самостоятельно,2021-06-19 11:00,Jenise,Stephenson,+1-773-894-2231x29551,Norman,1997-07-24,26,TRUE,2,vk-ads,,campaign_2,,
752,blogging1809@protonmail.com,Создан самостоятельно,2020-06-10 9:00,Frankie,Hardin,775.566.6635x46771,University Park,1986-05-22,37,FALSE,,facebook-ads,,campaign_1,,
753,libs1805@yandex.com,Создан менеджером,2020-05-13 14:00,Julene,Fletcher,4998061970,Marietta,1984-05-15,39,FALSE,,yandex-direct,,campaign_1,,
754,church2043@yahoo.com,Создан менеджером,2021-05-04 11:00,Marg,Acevedo,(556)769-3457,Mission,1987-05-21,36,FALSE,,yandex-direct,,campaign_3,,
755,clients1837@outlook.com,Создан менеджером,2023-06-26 10:00,Granville,Saunders,853.702.2943,Rancho Mirage,1994-10-07,29,FALSE,,vk-ads,,campaign_2,,
756,terry1845@protonmail.com,Создан менеджером,2023-06-14 3:00,Francesco,Barrett,577-554-0018x2362,Farmington,1987-05-21,36,FALSE,,yandex-direct,,campaign_3,,
757,posing2075@gmail.com,Создан менеджером,2020-09-02 23:00,Merle,Lang,(942)891-8579,Paducah,1995-05-07,28,TRUE,1,facebook-ads,,campaign_1,,
758,zoloft2016@outlook.com,Создан менеджером,2020-02-04 4:00,Risa,Horton,(756)818-4814,Beavercreek,1994-10-28,29,TRUE,2,vk-ads,,campaign_1,,
759,warehouse2088@duck.com,Создан самостоятельно,2022-09-01 12:00,Marisha,Ramsey,001-666-571-4201,Hanford,1979-04-09,45,FALSE,,facebook-ads,,campaign_1,,
760,touched2049@example.org,Создан менеджером,2020-02-28 0:00,Geraldo,Stone,+1-756-586-0369x80648,Danbury,1989-05-30,34,TRUE,8,facebook-ads,,campaign_1,,
761,complexity2098@duck.com,Создан менеджером,2020-03-09 2:00,Randolph,Greer,335-421-9219x0314,Santa Fe,1990-04-03,34,TRUE,8,yandex-direct,,campaign_2,,
762,dpi1871@duck.com,Создан менеджером,2022-02-11 12:00,Luciano,Romero,+1-283-942-6737,Rock Hill,1984-04-27,39,TRUE,1,facebook-ads,,campaign_2,,
763,five2026@yandex.com,Создан самостоятельно,2020-08-15 0:00,Saul,Hardy,349-415-1394x595,Forest Grove,1995-02-12,29,FALSE,,vk-ads,,campaign_3,,
764,summaries1899@example.com,Создан самостоятельно,2022-04-06 2:00,Marketta,Kinney,+1-874-496-8165x12865,Detroit,1983-03-10,41,TRUE,4,facebook-ads,,campaign_2,,
765,niger2061@gmail.com,Создан самостоятельно,2023-09-20 12:00,Wesley,Pitts,001-812-377-8071x9938,East Orange,2000-03-08,24,FALSE,,facebook-ads,,campaign_1,,
766,workout2065@yahoo.com,Создан самостоятельно,2023-10-10 1:00,Everett,Henderson,573-905-3156x04665,Rexburg,1997-03-19,27,TRUE,5,yandex-direct,,campaign_3,,
767,marketing2047@example.org,Создан самостоятельно,2021-07-24 4:00,Rosario,Munoz,001-634-693-8646x697,Union City,1975-06-05,48,TRUE,7,vk-ads,,campaign_3,,
768,updated2042@live.com,Создан менеджером,2020-02-17 18:00,Yang,Long,001-421-222-2335x05844,Natchez,1979-05-14,44,FALSE,,facebook-ads,,campaign_2,,
769,letting2057@gmail.com,Создан менеджером,2020-08-03 11:00,Kasi,Rodgers,934-554-7520,Fairhope,1984-09-16,39,TRUE,5,vk-ads,,campaign_2,,
770,voters1805@yandex.com,Создан самостоятельно,2023-11-29 8:00,Babara,Cooley,574-971-4060x666,Chickasha,1976-04-25,47,FALSE,,yandex-direct,,campaign_1,,
771,additionally1943@protonmail.com,Создан самостоятельно,2022-03-02 7:00,Kimberli,Merritt,552.883.4365,Cypress,1975-11-10,48,FALSE,,yandex-direct,,campaign_1,,
772,junk1879@gmail.com,Создан самостоятельно,2020-02-21 11:00,Anderson,Elliott,001-859-972-2942x0820,Gaithersburg,1989-02-21,35,FALSE,,facebook-ads,,campaign_2,,
773,patents1897@protonmail.com,Создан менеджером,2023-12-25 20:00,Fleta,Castaneda,(337)551-6100,Terrell,1983-02-20,41,FALSE,,yandex-direct,,campaign_1,,
774,beijing2073@outlook.com,Создан менеджером,2020-05-18 14:00,Jae,Clayton,657-971-4787x09046,Eustis,1993-02-07,31,TRUE,8,yandex-direct,,campaign_2,,
775,pads1915@example.org,Создан самостоятельно,2022-07-26 8:00,Mee,Anderson,900-284-6411,Safety Harbor,2001-01-04,23,FALSE,,vk-ads,,campaign_1,,
776,lessons2014@example.com,Создан самостоятельно,2020-05-03 9:00,Rivka,Roach,(800)450-9787x80653,Apex,1999-03-02,25,TRUE,6,facebook-ads,,campaign_1,,
777,yemen1908@gmail.com,Создан менеджером,2023-12-20 19:00,Reyes,Orr,+1-745-318-1351,Snellville,1987-04-10,37,FALSE,,facebook-ads,,campaign_2,,
778,soma2074@gmail.com,Создан самостоятельно,2023-06-04 20:00,Pete,Mcclain,+1-473-521-7339x2755,Prescott Valley,1993-02-25,31,TRUE,4,yandex-direct,,campaign_3,,
779,conservation1837@duck.com,Создан самостоятельно,2020-09-21 19:00,Carl,Scott,001-584-998-4088x388,Shreveport,1983-09-23,40,FALSE,,vk-ads,,campaign_1,,
780,prayers2069@outlook.com,Создан менеджером,2021-12-02 20:00,Sean,Mcintosh,+1-696-995-7977x4118,Plant City,1979-01-04,45,TRUE,5,facebook-ads,,campaign_2,,
781,rating2023@gmail.com,Создан самостоятельно,2022-10-22 15:00,Bart,Justice,926-426-0620,Creve Coeur,1982-01-31,42,TRUE,8,yandex-direct,,campaign_2,,
782,projector1908@duck.com,Создан менеджером,2023-04-15 0:00,Rolf,Mckee,001-428-630-5356x024,Logansport,1984-02-29,40,FALSE,,facebook-ads,,campaign_2,,
783,reload1921@example.com,Создан менеджером,2021-09-23 5:00,Merlin,Joyce,330.451.7138x4515,Woodbury,1994-06-27,29,FALSE,,yandex-direct,,campaign_3,,
784,programs1887@example.org,Создан менеджером,2020-06-05 5:00,Sean,Stewart,+1-290-935-9222x2188,South Lake Tahoe,1998-12-15,25,FALSE,,vk-ads,,campaign_3,,
785,replication1879@yahoo.com,Создан самостоятельно,2020-08-09 12:00,Valery,Ingram,683.430.2841,Valley Stream,1979-08-05,44,FALSE,,vk-ads,,campaign_1,,
786,thickness1982@outlook.com,Создан самостоятельно,2022-11-13 13:00,Royal,Goodman,7459710939,San Angelo,1977-12-05,46,FALSE,,vk-ads,,campaign_1,,
787,paso1943@live.com,Создан самостоятельно,2023-01-16 1:00,Lenna,Snow,326-603-2975x3067,Jeffersontown,2001-06-09,22,FALSE,,vk-ads,,campaign_2,,
788,weight1822@outlook.com,Создан самостоятельно,2020-12-21 13:00,Elliot,Welch,(890)250-4044x17225,San Jose,1998-05-31,25,FALSE,,facebook-ads,,campaign_2,,
789,islamic2052@example.com,Создан самостоятельно,2020-09-17 12:00,Leon,Gonzalez,944.531.8880x41535,North Augusta,1991-08-29,32,TRUE,8,vk-ads,,campaign_2,,
790,lauren1959@outlook.com,Создан менеджером,2022-04-21 4:00,Jackie,Henry,337.767.3044x5305,Port Orange,1997-04-27,26,TRUE,2,yandex-direct,,campaign_2,,
791,cyprus1935@example.org,Создан менеджером,2023-04-24 12:00,Moshe,Henderson,+1-404-341-9577x634,Dayton,1999-01-03,25,TRUE,7,vk-ads,,campaign_1,,
792,rental1882@protonmail.com,Создан менеджером,2021-01-15 16:00,Tameika,Mclean,001-458-976-0462x3578,Westbrook,1975-01-01,49,FALSE,,vk-ads,,campaign_1,,
793,store2025@example.com,Создан самостоятельно,2021-06-01 15:00,Conception,Merrill,+1-400-598-0485,Wylie,1978-10-19,45,TRUE,8,vk-ads,,campaign_2,,
794,enhancing1975@yahoo.com,Создан менеджером,2022-02-14 7:00,Tula,Rojas,3745244329,Tarpon Springs,1998-04-18,25,TRUE,5,vk-ads,,campaign_2,,
795,singh1930@outlook.com,Создан самостоятельно,2021-01-24 4:00,Shane,Cantrell,(480)826-8097,Altus,1997-01-12,27,TRUE,2,yandex-direct,,campaign_1,,
796,subscribers2093@duck.com,Создан менеджером,2023-03-21 14:00,Jc,Hudson,+1-727-262-1125x04873,Pasadena,1988-12-31,35,FALSE,,yandex-direct,,campaign_1,,
797,enrollment2062@gmail.com,Создан самостоятельно,2022-07-31 7:00,Carson,Estes,509.311.2630x5969,Newport News,1988-09-05,35,TRUE,3,vk-ads,,campaign_3,,
798,polish2030@yahoo.com,Создан самостоятельно,2021-03-10 7:00,Delaine,Burch,001-328-669-6578x167,Benbrook,1997-07-03,26,TRUE,2,vk-ads,,campaign_2,,
799,therefore1994@duck.com,Создан менеджером,2020-12-19 15:00,Shaniqua,Kelley,+1-228-806-9743,Norwood,1982-09-13,41,FALSE,,yandex-direct,,campaign_1,,
800,acting2033@outlook.com,Создан менеджером,2023-12-05 14:00,Danial,Armstrong,+1-648-759-0183x168,Durango,1989-10-21,34,TRUE,3,facebook-ads,,campaign_2,,
801,headline1977@live.com,Создан самостоятельно,2022-08-20 22:00,Kemberly,Giles,+1-213-767-8100x424,Carlisle,1996-04-06,28,FALSE,,yandex-direct,,campaign_1,,
802,bathroom1886@gmail.com,Создан самостоятельно,2023-04-15 18:00,Denis,Carney,931-996-0254x676,Redwood City,1977-10-15,46,FALSE,,facebook-ads,,campaign_2,,
803,taxes2097@gmail.com,Создан самостоятельно,2021-07-31 18:00,Angelika,Blair,671-583-1955,Paragould,1980-09-09,43,TRUE,10,facebook-ads,,campaign_2,,
804,workplace1892@yandex.com,Создан менеджером,2023-11-06 17:00,Gale,Ratliff,+1-373-439-4195x753,Machesney Park,1980-05-31,43,TRUE,4,yandex-direct,,campaign_2,,
805,cave1984@live.com,Создан менеджером,2023-05-31 9:00,Bryon,Mccray,+1-492-746-2881x578,Monroe,1995-12-02,28,FALSE,,yandex-direct,,campaign_3,,
806,setting1987@protonmail.com,Создан самостоятельно,2021-11-01 20:00,Frank,Sosa,949-301-9494x109,Northfield,1982-10-05,41,FALSE,,vk-ads,,campaign_2,,
807,cia1802@example.com,Создан менеджером,2022-07-29 18:00,Alfonso,Simon,+1-747-933-3398x8664,Erlanger,1985-08-26,38,FALSE,,facebook-ads,,campaign_1,,
808,precise2094@live.com,Создан менеджером,2021-11-27 20:00,Toby,Rivera,898.731.0543x73069,Pharr,1989-04-15,34,TRUE,3,vk-ads,,campaign_2,,
809,around1906@duck.com,Создан менеджером,2023-03-13 0:00,Clair,Calderon,923-385-4372x206,Wilkes-Barre,1981-07-20,42,TRUE,4,vk-ads,,campaign_2,,
810,commissions1888@outlook.com,Создан менеджером,2021-02-22 4:00,Librada,Nieves,632.791.5842,Helena,1994-10-13,29,FALSE,,vk-ads,,campaign_3,,
811,anybody2087@example.org,Создан менеджером,2022-06-29 23:00,Rivka,Thornton,+1-465-673-8931,Monroeville,1994-01-06,30,TRUE,6,yandex-direct,,campaign_3,,
812,fold1875@example.org,Создан менеджером,2020-05-19 2:00,Tenisha,Klein,482-309-8322x29510,Maryland Heights,1990-02-16,34,TRUE,9,facebook-ads,,campaign_1,,
813,dem1878@live.com,Создан менеджером,2021-06-09 23:00,Brandon,Hunt,+1-620-691-2489x5321,St. Marys,1980-05-25,43,TRUE,9,yandex-direct,,campaign_1,,
814,sister1807@example.com,Создан менеджером,2022-07-16 2:00,Lindsy,Morris,365-602-0065x898,Pleasant Grove,2000-03-21,24,FALSE,,vk-ads,,campaign_1,,
815,ana2059@duck.com,Создан менеджером,2020-03-16 4:00,Harley,Chase,+1-828-729-7597x761,Waltham,1994-01-09,30,TRUE,7,yandex-direct,,campaign_2,,
816,local1998@protonmail.com,Создан менеджером,2022-01-28 15:00,Slyvia,Monroe,+1-523-793-2208x9670,Socorro,2001-06-27,22,TRUE,10,yandex-direct,,campaign_1,,
817,opening1814@example.org,Создан менеджером,2021-05-09 4:00,Marquis,Bolton,+1-450-515-4690x185,Missoula,1996-05-10,27,FALSE,,vk-ads,,campaign_3,,
818,compete1834@gmail.com,Создан менеджером,2023-03-04 19:00,Riley,Deleon,9064320092,Cerritos,1989-10-30,34,TRUE,5,facebook-ads,,campaign_3,,
819,mayor2024@gmail.com,Создан самостоятельно,2023-03-22 1:00,Laurena,Herman,584.638.4489,Toledo,1975-02-21,49,TRUE,3,vk-ads,,campaign_1,,
820,reprint1976@example.com,Создан самостоятельно,2021-07-06 22:00,Arnita,Ray,490.849.7354,Stillwater,2001-12-13,22,FALSE,,vk-ads,,campaign_3,,
821,debug1876@example.org,Создан самостоятельно,2023-11-01 5:00,Reed,Livingston,001-422-724-3927x73396,Ramsey,1984-07-04,39,TRUE,6,facebook-ads,,campaign_3,,
822,highs1895@example.com,Создан менеджером,2021-01-07 0:00,Frances,Santana,682-707-3472x96076,Kirksville,1985-10-06,38,FALSE,,yandex-direct,,campaign_1,,
823,chapter1824@yahoo.com,Создан самостоятельно,2020-01-31 8:00,Adan,Hill,516-968-3081,Newnan,1982-06-21,41,TRUE,2,yandex-direct,,campaign_1,,
824,trends1892@protonmail.com,Создан менеджером,2023-09-07 14:00,Donte,Cain,7295259279,Carson City,1980-11-08,43,FALSE,,vk-ads,,campaign_2,,
825,appointment1908@yandex.com,Создан самостоятельно,2022-03-01 19:00,Bryant,Nolan,(758)700-3537x17291,West Des Moines,1996-11-15,27,TRUE,4,yandex-direct,,campaign_1,,
826,hartford2062@live.com,Создан самостоятельно,2021-12-13 9:00,Florentino,Rhodes,(448)811-0270,Holyoke,1993-01-21,31,FALSE,,vk-ads,,campaign_2,,
827,acute2044@yandex.com,Создан менеджером,2021-06-30 12:00,Gaston,Wood,(671)928-7007x710,Willmar,1991-03-01,33,FALSE,,yandex-direct,,campaign_2,,
828,male1946@example.com,Создан самостоятельно,2023-02-08 5:00,Myrl,Becker,371-888-0562x0726,Ferndale,1992-06-28,31,FALSE,,yandex-direct,,campaign_3,,
829,writes2029@yandex.com,Создан менеджером,2020-07-10 18:00,Lionel,Barry,754-682-9176,Homestead,1993-12-03,30,FALSE,,yandex-direct,,campaign_1,,
830,discussion1902@outlook.com,Создан менеджером,2021-11-16 15:00,Donella,Farley,(821)215-0672,Asheville,1986-10-08,37,FALSE,,facebook-ads,,campaign_1,,
831,laboratory2041@duck.com,Создан менеджером,2023-05-06 16:00,Hipolito,Sykes,001-230-500-6784x60332,Garland,1999-04-23,24,TRUE,2,vk-ads,,campaign_3,,
832,surgical2083@duck.com,Создан самостоятельно,2021-10-28 15:00,Erlene,Miranda,001-677-952-8014x00322,West Lafayette,1990-06-25,33,FALSE,,yandex-direct,,campaign_3,,
833,obvious2007@duck.com,Создан самостоятельно,2021-10-28 5:00,Anjelica,Nguyen,(956)383-6623x94772,Chino,1994-04-11,30,FALSE,,facebook-ads,,campaign_2,,
834,component2028@duck.com,Создан менеджером,2022-10-22 11:00,Deandre,Allison,+1-930-741-9946x70453,DeKalb,1980-06-18,43,TRUE,10,vk-ads,,campaign_3,,
835,jesus1849@yandex.com,Создан менеджером,2023-03-06 9:00,Shalon,Lane,001-761-669-5481x609,Piqua,1994-04-01,30,FALSE,,yandex-direct,,campaign_3,,
836,description1801@yahoo.com,Создан самостоятельно,2021-02-01 1:00,Sid,House,001-947-685-8072,Olive Branch,1977-01-27,47,FALSE,,vk-ads,,campaign_2,,
837,deferred1849@gmail.com,Создан самостоятельно,2022-06-15 14:00,Courtney,Dillard,(424)996-4825x08164,Mountlake Terrace,1992-08-17,31,FALSE,,facebook-ads,,campaign_1,,
838,totally1884@protonmail.com,Создан менеджером,2023-02-12 12:00,Cruz,Justice,918.230.1118x412,Dalton,2000-03-27,24,FALSE,,yandex-direct,,campaign_1,,
839,strongly2011@live.com,Создан самостоятельно,2021-06-14 3:00,Lorette,Cervantes,824-433-1995x60737,McDonough,1991-01-24,33,TRUE,10,yandex-direct,,campaign_2,,
840,mandatory1831@example.org,Создан самостоятельно,2022-07-31 7:00,Pat,Roberts,+1-310-462-6066x803,Waltham,1986-05-12,37,FALSE,,facebook-ads,,campaign_1,,
841,emirates2011@protonmail.com,Создан менеджером,2020-09-04 18:00,Adriene,Herring,465-799-5917x95361,Lawton,1987-06-18,36,FALSE,,facebook-ads,,campaign_1,,
842,giants1968@example.com,Создан менеджером,2023-09-12 5:00,Jan,Jarvis,532.949.2996x36050,San Angelo,1999-11-11,24,FALSE,,vk-ads,,campaign_3,,
843,recipe2037@yahoo.com,Создан менеджером,2020-06-22 5:00,Lloyd,James,001-440-740-2847x725,Sulphur,1987-07-30,36,FALSE,,vk-ads,,campaign_3,,
844,liver2043@gmail.com,Создан менеджером,2021-04-15 21:00,Paz,Cohen,453.971.2069x383,Bainbridge Island,1986-05-09,37,FALSE,,vk-ads,,campaign_2,,
845,disable1883@live.com,Создан самостоятельно,2020-04-03 13:00,Roselle,Bauer,001-550-465-1372,Prattville,1975-07-25,48,TRUE,2,vk-ads,,campaign_1,,
846,senior1991@duck.com,Создан менеджером,2021-09-09 7:00,Gabriel,Mcmillan,945.313.5882,Aiken,1979-11-13,44,FALSE,,facebook-ads,,campaign_1,,
847,requested1887@example.com,Создан самостоятельно,2020-09-05 7:00,Bret,Daniel,776-746-9555x1261,Maple Grove,1987-12-08,36,TRUE,9,facebook-ads,,campaign_1,,
848,committees2009@example.org,Создан самостоятельно,2022-07-19 0:00,Margert,Haney,993.260.9555x861,Peekskill,1976-06-09,47,TRUE,6,facebook-ads,,campaign_1,,
849,quantity1977@duck.com,Создан менеджером,2023-07-25 1:00,Dave,Rosario,508-307-6338x8643,Bainbridge Island,1980-07-23,43,TRUE,10,facebook-ads,,campaign_1,,
850,compliant1846@example.org,Создан самостоятельно,2021-06-15 2:00,Joseph,Saunders,+1-239-623-1578x014,Pickerington,1975-07-18,48,FALSE,,yandex-direct,,campaign_2,,
851,punishment1994@example.com,Создан самостоятельно,2022-07-04 17:00,Charlie,Cooke,+1-456-865-9743x5113,Prichard,1994-10-02,29,TRUE,7,yandex-direct,,campaign_3,,
852,increases1908@outlook.com,Создан менеджером,2023-04-25 15:00,Lenard,Walls,968.234.8519,La Puente,1999-05-21,24,FALSE,,yandex-direct,,campaign_1,,
853,pleasant1947@live.com,Создан менеджером,2022-09-29 2:00,Paz,O'brien,001-667-469-0035x325,Hinesville,1983-05-12,40,FALSE,,facebook-ads,,campaign_1,,
854,twins1952@outlook.com,Создан самостоятельно,2020-03-26 22:00,Hilma,Alexander,595.707.7386x20624,Twentynine Palms,1985-10-04,38,TRUE,7,facebook-ads,,campaign_2,,
855,warner1810@live.com,Создан менеджером,2020-06-20 13:00,Joseph,Sampson,(604)873-6977x4416,Raytown,1981-03-02,43,TRUE,9,vk-ads,,campaign_1,,
856,limitations1977@outlook.com,Создан менеджером,2021-09-28 21:00,Lavinia,Berg,(883)866-3889x94089,Niagara Falls,1988-09-18,35,TRUE,10,vk-ads,,campaign_2,,
857,matching1946@yandex.com,Создан самостоятельно,2023-09-04 11:00,Samuel,Barrera,001-326-797-3397x805,Colorado Springs,1992-05-21,31,FALSE,,vk-ads,,campaign_1,,
858,tales2074@example.com,Создан самостоятельно,2022-11-02 18:00,Don,Kane,529-772-0829,Garner,1987-09-26,36,TRUE,5,vk-ads,,campaign_3,,
859,analysis1952@yahoo.com,Создан самостоятельно,2021-12-05 9:00,Tijuana,Mercado,001-285-333-4694x5215,Terre Haute,1986-07-01,37,TRUE,10,yandex-direct,,campaign_2,,
860,hot2039@duck.com,Создан менеджером,2022-08-01 2:00,Samuel,Barton,214.509.1265,Clarksville,1989-12-14,34,FALSE,,yandex-direct,,campaign_2,,
861,dir1843@outlook.com,Создан менеджером,2021-02-25 9:00,Joshua,Gonzalez,001-714-365-6178x5594,Sun Prairie,1992-10-01,31,TRUE,9,yandex-direct,,campaign_3,,
862,continue1824@duck.com,Создан самостоятельно,2022-03-10 19:00,Jeremiah,Moses,(407)784-7416x493,Palestine,1988-11-15,35,FALSE,,facebook-ads,,campaign_1,,
863,stomach1844@example.com,Создан менеджером,2020-04-16 21:00,Skye,Ramos,718.646.8191,Camden,2001-10-24,22,TRUE,4,facebook-ads,,campaign_1,,
