ID заказа,ID пользователя,Пользователь,Email,Телефон,Дата создания,Дата оплаты,Title,Статус,"Стоимость, RUB",Налог,Комиссии,"Заработано, RUB",Валюта,Менеджер,Город,ID партнера,Использован промокод,utm_source,utm_medium,utm_campaign,utm_content,utm_term,user_utm_source,user_utm_medium,user_utm_campaign,user_utm_content,user_utm_term,Теги
4953,443,Kym Kirkland,eden1812@protonmail.com,001-742-779-3228,2023-09-12 3:00,2023-09-22 3:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Woburn,5,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
4954,101,Anibal Lowe,ongoing2017@example.org,+1-936-255-4272x4712,2023-10-19 6:00,2023-10-19 6:00,product_4,completed,89900,7%,6293,84946,RUB,Will,Lafayette,1,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
4955,692,Eddy Mason,ant1945@example.com,+1-898-619-0211x07766,2023-10-19 4:00,2023-10-29 4:00,product_3,in progress,49900,3%,1497,0,RUB,John,Murrieta,7,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
4956,822,Barabara Vance,periodically1812@protonmail.com,+1-792-295-8088x427,2023-05-21 19:00,2023-05-24 19:00,product_2,completed,18990,3%,"569,7",14034,RUB,Anny,Daphne,7,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
4957,825,Ashley Colon,singer1888@gmail.com,(419)519-9618,2023-04-07 20:00,2023-04-08 20:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Holly Springs,4,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
4958,973,Emmie Padilla,style1806@duck.com,440.672.2688x6172,2023-01-02 4:00,2023-01-07 4:00,product_4,cancelled,89900,7%,6293,0,RUB,John,North Miami,9,,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
4959,1085,Carmon Olson,advertising1914@protonmail.com,+1-919-674-9232,2023-11-25 9:00,2023-11-26 9:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Fall River,10,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
4960,737,Neoma Reed,cost2091@live.com,549-832-7710x57333,2023-12-05 1:00,2023-12-07 1:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Will,Grand Island,5,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
4961,1168,Flavia O'neil,bacteria1819@example.org,422.514.9896x4115,2023-01-16 15:00,2023-01-24 15:00,product_4,cancelled,89900,5%,4495,0,RUB,Katy,Mamaroneck,5,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
4962,683,Darnell Hull,tourism2050@gmail.com,820-881-8445x823,2023-10-22 23:00,2023-10-30 23:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Anny,San Bernardino,2,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
4963,163,Lorriane Wells,patents1975@example.com,354-493-7910x110,2023-03-15 12:00,2023-03-18 12:00,product_3,in progress,49900,3%,1497,0,RUB,Anny,Battle Creek,5,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
4964,579,Quiana Santiago,cho2079@example.org,+1-917-682-4803x160,2023-08-21 6:00,2023-09-02 6:00,product_3,cancelled,49900,5%,2495,0,RUB,Will,Olive Branch,8,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
4965,257,Bernie Key,biography2015@gmail.com,001-779-658-2936x762,2023-10-03 0:00,2023-10-13 0:00,product_3,completed,49900,7%,3493,44935,RUB,Anny,Kenmore,5,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
4966,701,Michale Slater,already2038@yahoo.com,001-693-498-5190x18164,2023-01-14 9:00,2023-01-16 9:00,product_2,completed,18990,7%,"1329,3",14024,RUB,Anny,Raleigh,2,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
4967,814,Johnny Faulkner,partnership2085@outlook.com,499-922-0802x115,2023-11-11 17:00,2023-11-24 17:00,product_1,in progress,9990,3%,"299,7",0,RUB,Anny,South Jordan,10,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
4968,647,Darnell Williamson,establish1870@protonmail.com,204.988.5226,2023-09-16 6:00,2023-09-17 6:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Will,Boulder,10,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
4969,1174,Emmanuel Roth,looksmart2061@gmail.com,+1-666-615-3121x7373,2023-11-12 18:00,2023-11-18 18:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Gallatin,4,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
4970,630,Silvana Acosta,scanner2041@gmail.com,001-572-685-6363x3662,2023-08-01 21:00,2023-08-07 21:00,product_3,cancelled,49900,3%,1497,0,RUB,John,Norman,8,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
4971,1254,Valene Cash,objective2046@duck.com,219-237-5445,2023-02-14 12:00,2023-02-28 12:00,product_3,completed,49900,5%,2495,44929,RUB,Katy,Hopewell,2,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
4972,1160,Shanelle Kemp,patricia1889@protonmail.com,+1-949-251-0203,2023-10-18 15:00,2023-10-22 15:00,product_3,in progress,49900,3%,1497,0,RUB,Katy,Garden Grove,10,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
4973,934,Lenard Head,interracial1984@outlook.com,739-465-5709x153,2023-04-08 6:00,2023-04-13 6:00,product_3,cancelled,49900,3%,1497,0,RUB,Will,Beavercreek,10,Да,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
4974,795,Graig Collier,beginning1847@example.com,594-751-2392x3693,2023-12-02 1:00,2023-12-03 1:00,product_1,in progress,9990,7%,"699,3",0,RUB,John,Roselle,8,,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
4975,1070,Stefany Hines,announcement1868@duck.com,429-509-4656,2023-05-25 6:00,2023-06-04 6:00,product_3,in progress,49900,5%,2495,0,RUB,Katy,New Haven,9,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
4976,1391,Annalisa Koch,usb1970@example.org,711-870-5684x67326,2023-11-11 20:00,2023-11-17 20:00,product_4,completed,89900,3%,2697,84924,RUB,Katy,Lincoln,2,Да,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
4977,1113,Shavon Mcneil,trainers2066@example.com,001-453-469-6721x01991,2023-09-21 2:00,2023-09-25 2:00,product_3,cancelled,49900,5%,2495,0,RUB,Katy,Long Branch,4,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
4978,840,Sylvester Garza,piano2078@yandex.com,764.818.4110x3758,2023-03-02 7:00,2023-03-11 7:00,product_2,in progress,18990,5%,"949,5",0,RUB,John,Bellingham,9,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
4979,985,Nigel Duffy,gather1829@example.org,001-860-462-8097x46091,2023-03-12 5:00,2023-03-26 5:00,product_3,in progress,49900,3%,1497,0,RUB,Katy,Mountain Brook,9,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
4980,1255,Denis Moore,yellow1972@duck.com,001-777-493-5815x0478,2023-06-11 21:00,2023-06-20 21:00,product_4,cancelled,89900,3%,2697,0,RUB,Will,Hayward,1,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
4981,996,Min Casey,debian1909@example.com,854.254.5276x9982,2023-12-15 8:00,2023-12-25 8:00,product_4,in progress,89900,5%,4495,0,RUB,John,Marietta,10,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
4982,1142,Zulma Mcneil,journey1915@duck.com,956.778.8977,2023-07-28 16:00,2023-07-30 16:00,product_3,in progress,49900,5%,2495,0,RUB,Will,Cambridge,9,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
4983,1362,Gene Zamora,minus1937@gmail.com,9525461247,2023-12-07 15:00,2023-12-19 15:00,product_3,completed,49900,3%,1497,44917,RUB,Katy,Jersey City,1,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
4984,496,Bobbie Holman,webpage1881@example.com,5269894665,2023-06-01 1:00,2023-06-02 1:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Anny,Angleton,10,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
4985,1041,Margeret Stein,carefully1947@example.org,2973537335,2023-06-18 8:00,2023-06-21 8:00,product_3,in progress,49900,7%,3493,0,RUB,Will,Coalinga,2,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
4986,131,Alejandro Barry,corruption1971@outlook.com,(943)939-4346,2023-01-04 6:00,2023-01-04 6:00,product_3,completed,49900,5%,2495,44914,RUB,Anny,Allentown,3,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
4987,1421,Calvin Crosby,reported2087@outlook.com,+1-575-735-5457x21839,2023-04-24 16:00,2023-04-24 16:00,product_3,in progress,49900,3%,1497,0,RUB,Anny,San Antonio,3,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
4988,429,Kyoko Trevino,escape1816@example.org,(651)651-2377,2023-11-21 23:00,2023-12-02 23:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Anny,Buckeye,5,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
4989,1043,Marcelo Avila,plates2067@outlook.com,(226)865-5876x771,2023-06-21 10:00,2023-06-28 10:00,product_4,completed,89900,7%,6293,84911,RUB,Anny,Santee,9,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
4990,1478,Kurt Lloyd,muze1902@yahoo.com,878.360.8468,2023-11-26 8:00,2023-11-30 8:00,product_3,in progress,49900,5%,2495,0,RUB,Katy,North Olmsted,10,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
4991,563,Franklyn Pittman,clock1836@duck.com,001-773-348-5430x21354,2023-06-29 16:00,2023-07-01 16:00,product_1,completed,9990,3%,"299,7",4999,RUB,Will,Calexico,2,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
4992,742,Shantelle Turner,thumbnails1971@yahoo.com,(517)788-2867x95348,2023-09-29 21:00,2023-10-03 21:00,product_4,completed,89900,5%,4495,84908,RUB,Anny,Panama City,9,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
4993,1251,Maisha Chan,successfully1977@protonmail.com,(262)834-0199x77224,2023-04-12 9:00,2023-04-26 9:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Will,Imperial Beach,7,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
4994,1264,Eric Mcknight,dies1969@yandex.com,001-886-981-1542x3340,2023-06-21 9:00,2023-06-29 9:00,product_1,completed,9990,7%,"699,3",4996,RUB,John,Idaho Falls,10,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
4995,1039,Clyde Cabrera,graphical1985@duck.com,(853)525-6646x434,2023-05-19 14:00,2023-05-29 14:00,product_3,in progress,49900,5%,2495,0,RUB,Anny,St. Matthews,6,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
4996,707,Dion Mejia,enclosed1817@gmail.com,405.448.5057x5526,2023-01-14 20:00,2023-01-27 20:00,product_3,in progress,49900,7%,3493,0,RUB,John,Fairhope,9,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
4997,208,Yuri Jordan,wendy1821@yandex.com,2739533282,2023-08-18 20:00,2023-08-20 20:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Katy,Fall River,1,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
4998,1398,Brett Wilcox,price1948@gmail.com,438.259.1092,2023-01-07 13:00,2023-01-10 13:00,product_1,completed,9990,7%,"699,3",4992,RUB,Will,Concord,1,Да,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
4999,1000,Mahalia Montgomery,titten1906@outlook.com,911.563.0321x27512,2023-10-07 1:00,2023-10-17 1:00,product_2,in progress,18990,5%,"949,5",0,RUB,John,Chino,9,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
5000,72,Vernon Ballard,possibly1985@example.com,001-869-205-3733x14754,2023-01-18 12:00,2023-01-20 12:00,product_3,in progress,49900,7%,3493,0,RUB,Katy,Wake Forest,2,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
5001,1220,Thaddeus Garza,telephony1916@example.com,7114205520,2023-04-02 18:00,2023-04-10 18:00,product_3,in progress,49900,7%,3493,0,RUB,Will,Murray,2,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
5002,923,Julian Hudson,corporations1975@protonmail.com,001-525-672-8687x66859,2023-05-01 6:00,2023-05-02 6:00,product_4,completed,89900,3%,2697,84898,RUB,Anny,Cathedral City,6,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
5003,984,Lauren Velasquez,less1944@yahoo.com,+1-956-750-8410x260,2023-12-17 13:00,2023-12-19 13:00,product_1,completed,9990,5%,"499,5",4987,RUB,Katy,Ocean Springs,10,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
5004,817,Rob Harmon,wide1920@outlook.com,200-682-0277,2023-02-18 22:00,2023-02-27 22:00,product_3,in progress,49900,7%,3493,0,RUB,Katy,Burnsville,3,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
5005,626,Lucas Short,touched1929@live.com,001-485-732-2835x1361,2023-11-21 3:00,2023-11-21 3:00,product_1,completed,9990,5%,"499,5",4985,RUB,Anny,Winter Springs,2,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
5006,473,Lauren Blevins,collins1891@duck.com,001-825-737-4705x23127,2023-07-10 21:00,2023-07-20 21:00,product_3,completed,49900,5%,2495,44894,RUB,John,Franklin Park,6,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
5007,825,Lenita Duffy,covered1866@duck.com,001-823-332-3782,2023-04-13 2:00,2023-04-23 2:00,product_2,completed,18990,3%,"569,7",13983,RUB,John,Southlake,10,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
5008,783,Young Hodge,dedicated1845@live.com,+1-933-928-4579x96247,2023-04-08 13:00,2023-04-22 13:00,product_1,in progress,9990,5%,"499,5",0,RUB,Will,Bloomingdale,1,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
5009,70,Sylvester Reynolds,keyboards2081@outlook.com,+1-577-902-8215x86145,2023-05-21 6:00,2023-05-29 6:00,product_4,in progress,89900,5%,4495,0,RUB,Will,Centerville,4,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
5010,192,Lorenzo Osborn,considers1911@outlook.com,910.601.5859,2023-02-08 21:00,2023-02-22 21:00,product_4,completed,89900,3%,2697,84890,RUB,Katy,Norton Shores,9,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
5011,579,Ben Frank,variables2076@yandex.com,302.495.9992,2023-01-27 17:00,2023-01-31 17:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Will,Arcadia,7,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
5012,1395,Queenie Franks,dear1910@gmail.com,795-252-6157,2023-03-12 13:00,2023-03-20 13:00,product_3,in progress,49900,7%,3493,0,RUB,John,Round Rock,8,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
5013,821,Roman Livingston,prospect1940@gmail.com,(602)808-7989,2023-08-03 18:00,2023-08-10 18:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Fargo,3,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
5014,504,Miyoko Barrett,limited2069@protonmail.com,849.466.4844x11325,2023-06-12 2:00,2023-06-13 2:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,Youngstown,7,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
5015,611,Jude Alston,font2028@gmail.com,001-377-649-3630x493,2023-09-29 4:00,2023-10-09 4:00,product_2,completed,18990,5%,"949,5",13975,RUB,John,South Holland,3,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
5016,566,Antwan Newman,workplace1870@yandex.com,001-357-959-1649,2023-10-26 6:00,2023-10-28 6:00,product_4,in progress,89900,7%,6293,0,RUB,Anny,Golden,3,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
5017,542,Darnell Crawford,dealtime1994@outlook.com,+1-292-351-1587x52827,2023-12-26 12:00,2024-01-03 12:00,product_2,in progress,18990,5%,"949,5",0,RUB,Anny,Foster City,5,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
5018,5,Angelika Combs,fresh2032@outlook.com,291.448.1232,2023-12-05 1:00,2023-12-11 1:00,product_3,in progress,49900,7%,3493,0,RUB,Anny,Spring Hill,2,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
5019,37,Keeley Fowler,controls2002@protonmail.com,(436)523-1922x6475,2023-06-14 18:00,2023-06-14 18:00,product_4,cancelled,89900,7%,6293,0,RUB,Will,Douglasville,10,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
5020,1038,Jeffry Day,substantially1852@protonmail.com,001-755-713-0828x75102,2023-05-23 3:00,2023-05-29 3:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Will,Sayreville,10,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
5021,985,Willetta Monroe,canadian1942@yahoo.com,940-473-4361x10343,2023-03-14 22:00,2023-03-16 22:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Tulare,1,Да,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
5022,85,Kasandra Green,firm2006@live.com,478.624.2848x72538,2023-04-27 0:00,2023-05-03 0:00,product_2,cancelled,18990,3%,"569,7",0,RUB,John,Edina,1,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
5023,382,Kelly Jarvis,laptop2062@duck.com,228.796.0966,2023-02-08 11:00,2023-02-13 11:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Dumont,3,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
5024,294,Libbie Dennis,cons1838@duck.com,(962)638-0112x2340,2023-06-02 14:00,2023-06-10 14:00,product_1,completed,9990,5%,"499,5",4966,RUB,Katy,Kirksville,5,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
5025,603,Joan Jacobs,sustained1850@live.com,+1-861-663-5586x192,2023-04-27 9:00,2023-04-28 9:00,product_4,cancelled,89900,7%,6293,0,RUB,Katy,Strongsville,7,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
5026,1339,Carola Bolton,finnish1829@protonmail.com,+1-569-745-6925x75122,2023-06-30 9:00,2023-07-05 9:00,product_4,completed,89900,5%,4495,84874,RUB,Katy,Puyallup,10,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
5027,910,Seth Hahn,eminem1902@live.com,(633)245-5232x60595,2023-06-27 1:00,2023-06-27 1:00,product_3,completed,49900,3%,1497,44873,RUB,Katy,Berwyn,2,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
5028,553,Waylon Bright,lady1900@duck.com,611-981-9358,2023-12-13 10:00,2023-12-21 10:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,Murfreesboro,10,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
5029,1234,Jerrod Huff,louise1888@yahoo.com,710.415.6331,2023-07-19 9:00,2023-07-26 9:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Anny,Modesto,7,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
5030,1343,Lauran Rios,participating1854@example.com,737.388.1153,2023-12-25 23:00,2024-01-06 23:00,product_2,in progress,18990,3%,"569,7",0,RUB,Katy,Klamath Falls,7,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
5031,634,Carter David,obvious1933@protonmail.com,(256)783-1312,2023-06-03 9:00,2023-06-10 9:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Katy,Camas,4,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
5032,394,Brittni Gaines,jewish1878@gmail.com,(994)604-2895x624,2023-02-21 10:00,2023-02-24 10:00,product_2,completed,18990,3%,"569,7",13958,RUB,Will,Griffin,6,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
5033,50,Hollis Jensen,dts1925@live.com,+1-456-270-2614x7383,2023-12-12 20:00,2023-12-15 20:00,product_4,in progress,89900,7%,6293,0,RUB,Katy,Tustin,8,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
5034,1299,Cary Mcmillan,tend2001@example.org,+1-797-454-1795,2023-11-10 21:00,2023-11-15 21:00,product_2,completed,18990,3%,"569,7",13956,RUB,Katy,Del Rio,7,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
5035,1323,Bradley Wilder,progress2050@duck.com,585.417.3063,2023-11-06 11:00,2023-11-18 11:00,product_1,in progress,9990,7%,"699,3",0,RUB,John,The Colony,2,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
5036,1143,Jude Downs,ordering2018@duck.com,+1-642-964-9317x0279,2023-08-21 17:00,2023-08-26 17:00,product_4,cancelled,89900,7%,6293,0,RUB,Anny,Indianapolis,6,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
5037,1247,Elwanda O'donnell,giving1856@protonmail.com,(426)549-7490x3357,2023-11-24 16:00,2023-11-25 16:00,product_1,in progress,9990,5%,"499,5",0,RUB,Will,Altamonte Springs,6,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
5038,74,Sharmaine Adams,leadership1867@yandex.com,(324)977-8251x91401,2023-06-22 11:00,2023-07-03 11:00,product_3,completed,49900,3%,1497,44862,RUB,John,Bremerton,10,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
5039,1295,September Johnson,toolbox1831@yahoo.com,482.616.1819,2023-10-21 22:00,2023-10-31 22:00,product_3,in progress,49900,5%,2495,0,RUB,Katy,Goodyear,6,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
5040,94,Janee Ortiz,forecast2014@example.org,885-919-4471x35725,2023-07-28 11:00,2023-08-04 11:00,product_2,in progress,18990,5%,"949,5",0,RUB,Will,Beaverton,4,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
5041,81,Alec Melendez,executives1891@yandex.com,+1-344-546-0585x1808,2023-07-23 13:00,2023-08-05 13:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Will,Lubbock,5,Да,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
5042,469,Tinisha Duran,abraham1911@yandex.com,+1-923-797-9705x671,2023-12-09 9:00,2023-12-18 9:00,product_1,completed,9990,3%,"299,7",4948,RUB,Anny,Herriman,9,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
5043,577,Kristopher Ballard,family1892@outlook.com,+1-670-256-2629x54375,2023-03-15 1:00,2023-03-24 1:00,product_1,cancelled,9990,3%,"299,7",0,RUB,John,Goldsboro,5,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
5044,250,Kandis Coffey,francisco1801@yahoo.com,323.640.9750,2023-02-11 17:00,2023-02-17 17:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,Morgan Hill,1,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
5045,757,Ermelinda Yates,interpreted2018@protonmail.com,7584172694,2023-06-08 9:00,2023-06-14 9:00,product_1,in progress,9990,7%,"699,3",0,RUB,Katy,Tacoma,10,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
5046,106,Asa Pacheco,sorry1882@protonmail.com,(606)897-3769x26855,2023-02-06 21:00,2023-02-07 21:00,product_2,in progress,18990,3%,"569,7",0,RUB,Katy,Alexandria,10,Да,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
5047,306,Karisa Ward,destinations1803@live.com,(483)603-9587x2949,2023-09-13 19:00,2023-09-21 19:00,product_3,in progress,49900,7%,3493,0,RUB,Anny,Aberdeen,8,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
5048,1420,Wesley Butler,tobacco1929@duck.com,(997)463-1885x4084,2023-04-26 18:00,2023-04-26 18:00,product_2,completed,18990,3%,"569,7",13942,RUB,Anny,Dallas,8,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
5049,118,Rivka Banks,elvis1951@protonmail.com,259.728.7072,2023-11-06 16:00,2023-11-20 16:00,product_2,completed,18990,7%,"1329,3",13941,RUB,Anny,Carlisle,5,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
5050,42,Maddie Tillman,random2080@yahoo.com,705.629.7963,2023-05-24 10:00,2023-05-30 10:00,product_3,cancelled,49900,3%,1497,0,RUB,Katy,New Hope,8,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
5051,629,Toshia Pennington,reflects1961@yandex.com,(364)452-6977,2023-02-23 19:00,2023-03-04 19:00,product_4,cancelled,89900,7%,6293,0,RUB,Will,Palmdale,8,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
5052,981,Erinn Raymond,improved1869@protonmail.com,552-343-2073x662,2023-02-15 7:00,2023-02-20 7:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Wilson,5,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
5053,1246,Heath Hill,spectrum2022@example.org,(233)262-0873x4344,2023-05-12 7:00,2023-05-13 7:00,product_2,in progress,18990,5%,"949,5",0,RUB,Will,Cottonwood Heights,4,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
5054,761,Devon Palmer,security1812@duck.com,667.749.2129x0772,2023-05-14 11:00,2023-05-25 11:00,product_4,completed,89900,5%,4495,84846,RUB,Anny,O'Fallon,2,Да,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
5055,1326,Xochitl Wong,intensity1999@outlook.com,001-649-389-7304,2023-03-20 9:00,2023-03-24 9:00,product_3,in progress,49900,7%,3493,0,RUB,John,Porterville,7,Да,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
5056,9,Marcelino Erickson,within1870@live.com,336.607.5047x1181,2023-02-16 19:00,2023-02-27 19:00,product_2,completed,18990,5%,"949,5",13934,RUB,John,Watsonville,2,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
